代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000030,富奥股份,4.59,4.59,4.6,4.61,4.6,4.64,4.53,11565681.0,53015343.0,-0.434,-0.02,4.59,5.335083333333333,-13.965729994845443,True,2026-05-28,11.883698630136987,0.9251859099804299,32.56271519921299,0.0983767830791933,True,2026-05-28,7893931778.594907,,,,正常,7893931778.594907,3.2679738562091507,True,2025-06-30,,汽车零部件,
000048,京基智农,12.66,12.65,12.66,12.85,12.9,12.98,12.45,7186700.0,91062945.0,-1.479,-0.19,12.66,16.263083333333334,-22.154982911194576,True,2026-05-28,43.93319857948368,1.7845212765957437,98.4423676012461,2.4090462143559486,True,2026-05-28,6713373284.999999,,,,正常,6713373284.999999,3.0015797788309637,True,2025-09-17,,养殖业,
000157,中联重科,7.21,7.2,7.21,7.25,7.21,7.28,7.08,54905984.0,393967091.0,-0.552,-0.04,7.21,8.54675,-15.640448123555728,True,2026-05-28,14.392197943444726,1.0657455012853474,32.80865715691097,41.1706837186424,False,2026-05-28,62355939051.485855,,,,正常,62355939051.485855,6.934812760055478,True,2026-01-09,,工程机械,
000498,山东路桥,5.17,5.17,5.18,5.18,5.18,5.21,5.14,4975500.0,25780891.0,-0.193,-0.01,5.17,5.9275,-12.779417967102491,True,2026-05-28,3.740592459605027,0.4826570915619385,10.28543307086614,0.049212598425196846,True,2026-05-28,8026122353.583482,,,,正常,8026122353.583482,3.9651837524177944,True,2025-12-24,,基建市政工程,
000501,武商集团,7.51,7.51,7.52,7.73,7.65,7.7,7.48,7628174.0,57711606.0,-2.846,-0.22,7.51,9.299000000000001,-19.238627809441887,True,2026-05-28,35.81623205741627,0.5210287081339714,88.00982800982801,5.651105651105651,True,2026-05-28,5775135409.666267,,,,正常,5775135409.666267,5.326231691078562,True,2026-05-22,,百货,
000513,丽珠集团,30.0,30.0,30.01,30.58,30.5,30.56,29.95,4333676.0,130604530.0,-1.897,-0.58,30.0,34.37916666666667,-12.737849957580904,True,2026-05-28,13.562285357477371,1.8357789572275987,9.788489916379735,1.426463354648303,True,2026-05-28,26637215129.87824,,,,正常,26637215129.87824,3.6666666666666665,True,2025-06-13,,化学制剂,
000521,长虹美菱,5.59,5.58,5.59,5.42,5.41,5.61,5.4,13050323.0,72153668.0,3.137,0.17,5.59,6.255833333333333,-10.643399493805783,True,2026-05-28,19.25764604810997,0.9412714776632298,43.15276932440658,56.75675675675676,False,2026-05-28,5757273566.561856,,,,正常,5757273566.561856,5.90339892665474,True,2025-06-11,,冰洗,
000528,柳 工,8.93,8.93,8.94,9.03,9.03,9.03,8.81,24994393.0,223151504.0,-1.107,-0.1,8.93,10.87425,-17.879393981194102,True,2026-05-28,11.674162384378214,0.9544912641315517,28.5995085995086,37.54299754299754,True,2026-05-28,18189035378.392612,,,,正常,18189035378.392612,3.0571063829787235,True,2025-06-26,,工程机械整机,
000550,江铃汽车,16.45,16.44,16.45,16.71,16.67,16.85,16.26,4765846.0,78826590.0,-1.556,-0.26,16.45,18.290499999999998,-10.062600803695897,True,2026-05-28,11.625132837407014,1.1799946865037194,3.2037815126050417,17.943648047454275,True,2026-05-28,14199870300.0,,,,正常,14199870300.0,4.371671732522796,True,2025-08-20,,商用载货车,
000563,陕国投Ａ,2.94,2.93,2.94,2.99,2.99,2.99,2.92,35549872.0,104851955.0,-1.672,-0.05,2.94,3.3778333333333337,-12.961957862535167,True,2026-05-28,11.253415384615378,0.8051076923076925,0.04918839153959665,0.7870142646335464,True,2026-05-28,15035072852.972307,,,,正常,15035072852.972307,4.761904761904762,True,2026-04-28,,信托,
000568,泸州老窖,89.02,89.01,89.02,91.98,90.09,90.86,88.99,11249442.0,1008528742.0,-3.218,-2.96,89.02,110.09041666666666,-19.139192406241833,True,2026-05-28,13.170907413103663,2.537430534194607,8.157248157248159,0.04914004914004914,True,2026-05-28,131032273545.90399,,,,正常,131032273545.90399,6.683891260390924,True,2026-01-30,,白酒Ⅲ,
000596,古井贡酒,91.87,91.87,91.88,93.9,92.8,94.86,91.54,3217990.0,298615371.0,-2.162,-2.03,91.87,121.98916666666668,-24.69003395110222,True,2026-05-28,17.180277359909745,1.8570938322677704,16.117936117936118,0.04914004914004914,True,2026-05-28,48562482000.0,,,,正常,48562482000.0,6.530967671710025,True,2026-02-10,,白酒Ⅲ,
000625,长安汽车,7.88,7.88,7.89,8.1,8.07,8.07,7.85,124158185.0,984903231.0,-2.716,-0.22,7.88,10.723500000000001,-26.516529118291608,True,2026-05-28,25.421270182992473,1.0093864370290635,66.33165829145729,19.164619164619165,True,2026-05-28,78113842002.15283,,,,正常,78113842002.15283,4.378172588832488,True,2025-11-28,,综合乘用车,
000661,长春高新,73.0,72.99,73.0,75.81,75.04,75.46,72.7,6542404.0,481543521.0,-3.707,-2.81,73.0,90.97891666666666,-19.761629754879106,True,2026-05-28,31.050885783465453,1.3404550179004504,51.41019297377536,0.04923682914820286,True,2026-05-28,29779439616.907276,,,,正常,29779439616.907276,3.780821917808219,True,2026-05-25,,其他生物制品,
000683,博源化工,7.22,7.21,7.22,7.36,7.36,7.45,7.18,43349970.0,315174313.0,-1.902,-0.14,7.22,8.200083333333334,-11.952114307781436,True,2026-05-28,26.228775981524247,2.059284064665127,88.53333333333333,78.74443895205141,False,2026-05-28,26835523863.533485,,,,正常,26835523863.533485,4.1551246537396125,True,2025-06-17,,纯碱,
000686,东北证券,7.88,7.88,7.89,7.92,7.97,8.12,7.88,27495506.0,219557362.0,-0.505,-0.04,7.88,8.804,-10.495229441163112,True,2026-05-28,11.116102088167052,0.8958700696055684,1.332017760236803,17.809570794277256,True,2026-05-28,18442768969.925755,,,,正常,18442768969.925755,4.060913705583757,True,2026-05-28,,证券,
000707,双环科技,4.9,4.9,4.91,4.92,4.92,4.95,4.81,9152915.0,44794594.0,-0.407,-0.02,4.9,6.164,-20.506164828033736,True,2026-05-28,21.601958800439245,1.0386324786324785,80.16759776536313,0.05803830528148578,True,2026-05-28,2865114245.658121,,,,正常,2865114245.658121,3.7040816326530606,True,2025-06-17,,纯碱,
000718,苏宁环球,1.98,1.97,1.98,1.94,1.93,1.98,1.93,22163909.0,43427679.0,2.062,0.04,1.98,2.2498333333333336,-11.9934809985925,True,2026-05-28,323.1248582637209,0.6599999999999999,99.58049292081805,5.558288243974422,True,2026-05-28,6008580039.916667,,,,正常,6008580039.916667,3.535353535353535,True,2025-12-11,,房地产开发,
000726,鲁 泰Ａ,5.91,5.9,5.91,5.91,5.91,5.99,5.87,3638769.0,21557585.0,0.0,0.0,5.91,7.06775,-16.380743518092743,True,2026-05-28,8.963500000000003,0.49249999999999977,15.789473684210526,1.9183472700442696,True,2026-05-28,4831576337.190908,,,,正常,4831576337.190908,3.3840947546531304,True,2025-10-23,,棉纺,
