代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误
000028,国药一致,19.8,19.8,19.82,20.0,20.04,20.08,19.77,1136664.0,22567263.0,-1.0,-0.2,19.8,22.3555,-11.431191429402155,True,2026-09-15,11.068141592920353,0.6522123893805308,30.35799522673031,0.47732696897374705,True,2026-09-15,12121987363.62832,,,,正常,12121987363.62832,3.111111111111111,True,2026-06-24,,医药流通,
000030,富奥股份,3.97,3.96,3.97,4.06,4.04,4.06,3.95,8954420.0,35853026.0,-2.217,-0.09,3.97,4.508,-11.934338952972489,True,2026-09-15,10.278100961538453,0.820721153846154,13.886255924170616,0.37914691943127965,True,2026-09-15,6827649054.459136,,,,正常,6827649054.459136,3.778337531486146,True,2026-06-26,,底盘与发动机系统,
000157,中联重科,6.46,6.46,6.47,6.52,6.5,6.52,6.44,24445600.0,158409579.0,-0.92,-0.06,6.46,7.4904166666666665,-13.756466596206263,True,2026-09-15,12.894297082228112,0.9852785145888591,29.099526066350712,25.165876777251185,True,2026-09-15,55869537624.18307,,,,正常,55869537624.18307,6.191950464396285,True,2026-07-22,,工程机械整机,
000408,藏格矿业,70.68,70.68,70.69,72.16,71.71,72.1,70.45,7897375.0,561969525.0,-2.051,-1.48,70.68,78.81125,-10.317372202572594,True,2026-09-15,23.70241027578391,7.254023422742727,52.526799387442566,91.82692307692307,False,2026-09-15,110890894812.59535,,,,正常,110890894812.59535,3.5370684776457266,True,2026-09-04,,钾肥,
000513,丽珠集团,26.58,26.58,26.59,27.0,26.96,27.09,26.52,3226078.0,86153750.0,-1.556,-0.42,26.58,30.737666666666666,-13.526292388274975,True,2026-09-15,12.022418879056048,1.7859390363815142,9.66824644549763,1.1374407582938388,True,2026-09-15,23600572604.99707,,,,正常,23600572604.99707,5.379984951091047,True,2026-06-16,,化学制剂,
000521,长虹美菱,4.36,4.36,4.37,4.44,4.43,4.43,4.35,8430308.0,36933519.0,-1.802,-0.08,4.36,5.378916666666667,-18.942785876957878,True,2026-09-15,15.016776859504136,0.7657024793388426,35.872093023255815,33.28598484848485,False,2026-09-15,4490467397.760334,,,,正常,4490467397.760334,4.81651376146789,True,2026-06-23,,冰洗,
000568,泸州老窖,72.0,72.0,72.13,73.48,73.7,73.78,72.0,8000031.0,581791686.0,-2.014,-1.48,72.0,88.52741666666665,-18.66926347675719,True,2026-09-15,10.651034482758627,2.0524137931034483,0.3314393939393939,0.04734848484848485,True,2026-09-15,105976905335.99994,,,,正常,105976905335.99994,8.021002083333332,True,2026-08-28,,白酒Ⅲ,
000600,建投能源,7.38,7.37,7.38,7.47,7.43,7.52,7.3,21676567.0,160589477.0,-1.205,-0.09,7.38,9.107249999999999,-18.965659227538488,True,2026-09-15,6.541756440281036,1.0974941451990643,0.1226241569589209,72.70531400966183,True,2026-09-15,13307869694.845428,,,,正常,13307869694.845428,4.336043360433604,True,2026-06-03,,火电,
000683,博源化工,5.84,5.84,5.85,5.88,5.86,5.9,5.81,53869548.0,315162987.0,-0.68,-0.04,5.84,6.984666666666667,-16.38827908752506,True,2026-09-15,21.217735247208935,1.8255821371610867,80.37909836065575,64.85714285714286,False,2026-09-15,21706296310.21371,,,,正常,21706296310.21371,5.136986301369863,True,2026-07-07,,纯碱,
000786,北新建材,15.76,15.76,15.77,15.96,15.92,15.98,15.69,12478400.0,197085906.0,-1.253,-0.2,15.76,21.089,-25.269097633837546,True,2026-09-15,9.356749619095982,1.0005078720162524,3.7107516650808754,0.04757373929590866,True,2026-09-15,26827240021.93602,,,,正常,26827240021.93602,4.346446700507614,True,2026-06-12,,其他建材,
000858,五 粮 液,69.7,69.7,69.71,69.85,69.95,69.98,69.6,9670131.0,674597141.0,-0.215,-0.15,69.7,82.44683333333333,-15.460670613991635,True,2026-09-15,21.46909090909091,2.292272727272731,25.0,0.8522727272727272,True,2026-09-15,270548077948.5001,,,,正常,270548077948.5001,7.399835294117647,True,2026-07-16,,白酒Ⅲ,
000899,赣能股份,9.52,9.52,9.53,9.75,9.64,9.85,9.48,16497328.0,158642172.0,-2.359,-0.23,9.52,11.426916666666667,-16.68793710756037,True,2026-09-15,9.147912297426123,1.5246520495710196,0.6235827664399093,65.40124939932724,True,2026-09-15,9288452274.836994,,,,正常,9288452274.836994,5.955882352941176,True,2026-06-15,,火电,
000910,大亚圣象,5.1,5.09,5.1,5.28,5.32,5.32,5.08,5184424.0,26674129.0,-3.409,-0.18,5.1,5.957166666666666,-14.38883137957082,True,2026-09-15,209.32138788171406,0.4292585170340671,95.33777354900094,0.4734848484848485,True,2026-09-15,2791727249.9999995,,,,正常,2791727249.9999995,3.725490196078432,True,2026-05-15,,瓷砖地板,
000913,钱江摩托,10.82,10.82,10.84,10.94,10.93,10.98,10.78,1830000.0,19833667.0,-1.097,-0.12,10.82,12.118166666666667,-10.71256653234125,True,2026-09-15,6.686406533575323,1.1389473684210525,0.8996212121212122,1.6098484848484849,True,2026-09-15,5695767020.000003,,,,正常,5695767020.000003,5.5452865064695,True,2026-05-27,,摩托车,
000915,华特达因,24.31,24.3,24.31,24.73,24.62,24.9,24.28,1615000.0,39669027.0,-1.698,-0.42,24.31,27.299166666666665,-10.949662688116247,True,2026-09-15,12.295716566866268,2.280578842315371,5.731880625296068,13.59545239223117,True,2026-09-15,5696598400.107386,,,,正常,5696598400.107386,10.283833813245579,True,2026-07-01,,化学制剂,
000932,华菱钢铁,3.57,3.57,3.58,3.54,3.53,3.6,3.52,87350438.0,312123740.0,0.847,0.03,3.57,4.069083333333334,-12.265252206680477,True,2026-09-15,10.890880000000006,0.4474399999999991,80.06628787878788,0.9943181818181818,True,2026-09-15,24463814701.200005,,,,正常,24463814701.200005,4.481792717086835,True,2026-06-26,,板材,
000963,华东医药,26.19,26.19,26.2,26.46,26.45,26.48,26.16,6719565.0,176605240.0,-1.02,-0.27,26.19,30.37875,-13.788421182570055,True,2026-09-15,13.117647872708414,1.8571255620892446,3.125,0.04734848484848485,True,2026-09-15,45930368049.40994,,,,正常,45930368049.40994,3.5509736540664374,True,2026-06-10,,化学制剂,
001206,依依股份,15.9,15.9,15.93,16.12,16.14,16.24,15.88,1891764.0,30310352.0,-1.365,-0.22,15.9,18.300416666666663,-13.116732314837986,True,2026-09-15,18.773850931677046,1.6196273291925452,19.613899613899612,26.795366795366792,True,2026-09-15,2939811547.3975153,,,,正常,2939811547.3975153,4.654088050314465,True,2026-09-03,,生活用纸,
001323,慕思股份,17.29,17.29,17.3,17.85,17.89,17.95,17.27,1190690.0,20875915.0,-3.137,-0.56,17.29,19.910666666666668,-13.16212415455703,True,2026-09-15,14.875381165919277,1.8054260089686087,13.96484375,4.19921875,True,2026-09-15,7522546409.51569,,,,正常,7522546409.51569,8.38635049161365,True,2026-06-08,,成品家居,
001332,锡装股份,26.04,25.99,26.05,25.83,25.89,26.39,25.7,1209890.0,31497196.0,0.813,0.21,26.04,37.36158333333333,-30.302739667974453,True,2026-09-15,14.795256281407044,1.5440804020100507,3.147953830010493,20.566631689401888,True,2026-09-15,4028023440.0000014,,,,正常,4028023440.0000014,3.0721966205837177,True,2026-05-29,,能源及重型设备,
001388,信通电子,19.91,19.91,19.92,21.58,21.17,21.69,19.74,8384444.0,171539063.0,-7.739,-1.67,19.91,30.225083333333334,-34.12755961522025,True,2026-09-15,39.7259073724008,3.3120604914933853,8.16326530612245,9.863945578231291,True,2026-09-15,4654281060.000001,,,,正常,4654281060.000001,5.524861878453039,True,2026-07-17,,电网自动化设备,
