代码,名称,最新价,买入,卖出,昨收,今开,最高,最低,成交量,成交额,涨跌幅,涨跌额,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,总市值,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,振幅,换手率,市盈率-动态,量比,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,市净率_y
000028,国药一致,20.03,20.02,20.03,20.09,20.05,20.1,19.75,2889011.0,57614917.0,-0.299,-0.06,20.03,23.352666666666668,-14.228210910959493,True,2026-08-17,11.196710914454275,0.6597885939036383,31.72613307618129,0.5303760848601736,True,2026-08-17,12262798327.9533,,,,正常,12262798327.9533,3.075386919620569,True,2026-06-24,,医药流通,,,,,,,,,,,
000157,中联重科,6.93,6.93,6.94,6.93,6.98,6.98,6.88,34718929.0,240121099.0,0.0,0.0,6.93,7.9395,-12.71490648025695,True,2026-08-17,13.83242705570291,1.0569628647214846,30.34944949736716,38.008616562948774,False,2026-08-17,59934349185.07562,,,,正常,59934349185.07562,5.772005772005773,True,2026-07-22,,工程机械整机,,,,,,,,,,,
000521,长虹美菱,4.9,4.89,4.9,4.88,4.88,4.91,4.82,4704832.0,22952947.0,0.41,0.02,4.9,5.646833333333333,-13.225701720728422,True,2026-08-17,16.876652892561992,0.8605371900826448,38.493231312536786,47.39359158297465,False,2026-08-17,5046626203.904961,,,,正常,5046626203.904961,4.285714285714286,True,2026-06-23,,冰洗,,,,,,,,,,,
000528,柳 工,8.11,8.11,8.12,8.13,8.15,8.15,8.04,19856954.0,160629978.0,-0.246,-0.02,8.11,9.139416666666667,-11.263483263884467,True,2026-08-17,10.604654970760228,0.9011111111111108,19.99043519846963,23.72070779531325,True,2026-08-17,16526828355.149706,,,,正常,16526828355.149706,4.007161528976572,True,2026-06-04,,工程机械整机,,,,,,,,,,,
000581,威孚高科,17.44,17.43,17.44,17.16,17.18,17.44,16.99,6133061.0,105732390.0,1.632,0.28,17.44,19.545583333333337,-10.772680955203018,True,2026-08-17,15.492023391812864,0.8567017543859649,91.21103730199285,7.618129218900675,True,2026-08-17,16860742485.614037,,,,正常,16860742485.614037,4.587155963302752,True,2026-07-15,,底盘与发动机系统,,,,,,,,,,,
000600,建投能源,8.18,8.18,8.19,8.23,8.18,8.19,8.08,21184265.0,172490949.0,-0.608,-0.05,8.18,9.385916666666667,-12.848150154042848,True,2026-08-17,7.250889929742392,1.216463700234193,0.4968944099378882,84.48023426061494,True,2026-08-17,14750457195.641684,,,,正常,14750457195.641684,3.9119804400977993,True,2026-06-03,,火电,,,,,,,,,,,
000655,金岭矿业,6.99,6.98,6.99,6.81,6.8,7.01,6.78,7481782.0,51964315.0,2.643,0.18,6.99,7.932416666666668,-11.880574436121826,True,2026-08-17,16.374128440366967,1.2077522935779812,20.200826934435913,30.84648493543759,True,2026-08-17,4161428207.4862375,,,,正常,4161428207.4862375,3.233190271816881,True,2026-06-25,,铁矿石,,,,,,,,,,,
000683,博源化工,5.99,5.99,6.0,5.85,5.88,6.02,5.81,79245716.0,472090041.0,2.393,0.14,5.99,7.503083333333333,-20.166153914501805,True,2026-08-17,21.76271132376396,1.872472089314195,82.44432936302434,68.35016835016835,False,2026-08-17,22263821044.20893,,,,正常,22263821044.20893,5.0083472454090145,True,2026-07-07,,纯碱,,,,,,,,,,,
000786,北新建材,18.31,18.31,18.32,18.29,18.22,18.41,17.95,14579783.0,265472616.0,0.109,0.02,18.31,22.87208333333334,-19.946076913267653,True,2026-08-17,10.8706907059421,1.162392077196547,7.9769341662662185,0.8649687650168189,True,2026-08-17,31167941929.0386,,,,正常,31167941929.0386,3.741125068268705,True,2026-06-12,,其他建材,,,,,,,,,,,
000789,万年青,4.12,4.11,4.12,4.08,4.09,4.14,4.05,3283453.0,13474323.0,0.98,0.04,4.12,4.69675,-12.279767924628725,True,2026-08-17,113.22119315398017,0.5176410256410258,92.1476859074363,2.920057443752992,True,2026-08-17,3285371286.328204,,,,正常,3285371286.328204,3.640776699029126,True,2026-06-12,,水泥制造,,,,,,,,,,,
